Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Flow IAT Mean,Flow IAT Std,Flow Packets/s,Label
239524,2397,3874,496039,467,0.708646,0.304274,31.017246,DDoS
200398,15,15,25777,673,8.774837,17.888574,11.328182,BENIGN
173035,361,1105,627366,1500,0.321637,0.206209,23.967071,DDoS
432821,1171,1507,553554,1500,0.480947,0.296327,30.609575,DDoS
182818,20,11,8633,349,26.313408,3.153154,6.719962,BENIGN
238233,3070,1833,541299,1500,0.815188,0.245553,35.645206,DDoS
93921,19,14,11696,1012,17.798528,2.508019,6.515179,BENIGN
179009,20,16,20119,1048,14.798476,7.378617,5.062465,BENIGN
203391,17,15,3456,637,26.355457,9.582375,8.11137,BENIGN
191909,2711,2105,2185974,1500,0.495717,0.10397,58.567252,DDoS
328794,6495,1380,1145857,999,0.29573,0.142756,41.241658,DDoS
209339,14,11,4924,854,15.636593,2.859184,5.269588,BENIGN
106298,11,19,5069,969,46.805466,6.958393,9.719893,BENIGN
189875,1024,2018,1145635,845,0.127197,0.29658,32.06558,DDoS
131503,19,15,9049,481,17.820555,7.258094,4.680837,BENIGN
350231,11,16,8034,698,15.404564,4.156368,6.860624,BENIGN
93738,23,12,4121,661,8.848773,2.292433,11.02697,BENIGN
246577,24,14,8053,343,15.461736,18.658368,5.873367,BENIGN
50507,17,14,5240,428,52.84877,6.287065,3.617874,BENIGN
68824,19,11,26446,462,5.281324,1.812326,6.096895,BENIGN
45941,20,16,28222,200,72.42199,4.116447,8.495567,BENIGN
188296,16,12,8245,779,20.720552,10.120828,10.117573,BENIGN
83918,12,11,22499,364,18.705471,7.25715,7.399355,BENIGN
113467,18,16,21384,340,9.501237,5.935651,20.441545,BENIGN
112354,18,10,17166,215,40.449057,4.518855,0.960622,BENIGN
182643,1470,1284,1139309,1500,0.291947,0.457855,73.453879,DDoS
197574,17,11,6372,347,33.356185,14.323786,3.044217,BENIGN
71328,18,8,51077,505,32.163621,11.557969,9.175772,BENIGN
75042,16,21,2752,695,32.994997,2.984558,12.00086,BENIGN
219016,15,13,4874,332,24.609617,17.151946,4.111931,BENIGN
425222,7913,461,1193803,1500,0.38939,0.212,57.988496,DDoS
214613,2503,1425,1168399,1197,0.384784,0.167826,28.126276,DDoS
88936,15,15,3844,204,6.206397,5.490305,2.410924,BENIGN
128831,19,8,4168,499,8.52653,3.006914,8.225789,BENIGN
100075,16,12,8758,375,33.397565,2.036304,18.042352,BENIGN
122589,26,10,10709,324,28.994194,5.763642,66.559591,BENIGN
99604,18,15,8043,440,14.051552,3.919532,21.721954,BENIGN
179197,20,15,9169,518,9.179452,5.512543,9.843186,BENIGN
185397,4073,4557,1555778,1091,0.542086,0.13292,36.627604,DDoS
716069,4542,2525,2171262,766,0.514661,0.068743,40.395626,DDoS
195401,16,12,7382,238,33.47791,9.488744,17.553621,BENIGN
70151,24,10,9367,881,26.50164,13.260452,5.696258,BENIGN
349744,1661,1592,1253939,1500,0.523379,0.068336,25.886192,DDoS
116692,22,13,17080,365,19.275295,5.125354,6.619599,BENIGN
49313,19,15,21832,427,14.67848,6.239741,3.726133,BENIGN
54265,21,9,9667,479,69.51317,2.414763,0.997365,BENIGN
115807,23,19,9226,668,20.131799,5.295885,7.21528,BENIGN
281447,2943,4304,1162590,1500,0.465546,0.305213,52.402164,DDoS
129756,21,15,6417,874,26.554488,13.198601,9.758825,BENIGN
270330,18,15,8860,309,12.033774,9.326566,13.261848,BENIGN
284786,1603,3490,940587,1048,0.624511,0.406122,77.836261,DDoS
60481,20,23,8730,241,6.812216,4.854355,4.977021,BENIGN
226346,1419,1103,675727,1500,0.928617,0.175671,59.696708,DDoS
87695,12,11,14417,715,18.29279,3.238074,11.776885,BENIGN
95888,2551,1616,163317,1500,0.178373,0.082723,38.652894,DDoS
241584,966,4914,615614,1500,0.736619,0.310672,26.813313,DDoS
160136,3816,3651,473008,1468,0.408629,0.357867,35.971801,DDoS
98357,20,11,15179,1264,18.722609,7.436348,7.470508,BENIGN
406887,20,13,18527,254,9.426939,8.521508,11.579841,BENIGN
111755,19,12,29515,647,98.088285,4.783616,8.62832,BENIGN
30007,17,14,15296,542,36.303367,2.242919,5.86934,BENIGN
103129,23,19,19147,242,9.84501,3.021965,5.446637,BENIGN
104709,3451,982,1430119,1178,0.500939,0.133648,79.274816,DDoS
416160,1323,2666,614433,1500,0.25282,0.310266,79.159369,DDoS
443006,3078,2080,2856353,1191,0.266336,0.434774,111.516522,DDoS
329080,1207,747,743123,1431,0.555307,0.305071,27.807681,DDoS
173673,27,13,2909,720,28.611761,1.895335,6.289609,BENIGN
89904,17,17,15365,458,31.097339,6.032954,12.840843,BENIGN
218812,2956,2449,773814,1304,0.230488,0.139584,44.151987,DDoS
150223,23,18,12568,495,16.840564,6.636274,7.526176,BENIGN
184135,878,2413,762646,1486,0.517137,0.308583,94.532123,DDoS
114267,14,15,10023,1500,10.22433,17.501855,30.834061,BENIGN
33390,26,10,10094,560,13.09044,5.202592,7.912937,BENIGN
472353,13972,4937,801737,1240,0.395228,0.127763,89.849009,DDoS
529899,1718,6035,708122,1153,0.129601,0.272228,42.169713,DDoS
79153,21,14,15173,610,9.249627,2.383051,14.165696,BENIGN
72606,20,10,8877,589,9.648538,5.158488,6.802812,BENIGN
107076,20,15,20436,552,11.365598,7.026433,7.13572,BENIGN
149334,2300,1853,548447,1293,0.519493,0.206574,45.293937,DDoS
122835,21,9,11376,1274,17.03658,4.375818,3.60239,BENIGN
106617,4359,1921,903639,583,0.663357,0.170665,52.906576,DDoS
55585,18,7,18886,307,11.318687,12.803026,3.449987,BENIGN
104103,24,15,15357,558,12.832085,6.739422,14.228112,BENIGN
85168,23,17,4501,280,21.598219,5.814531,23.654157,BENIGN
99723,11067,1381,1020544,1452,0.494843,0.094265,149.084179,DDoS
293517,3273,1376,890110,1500,0.181018,0.37005,35.729603,DDoS
160123,18,18,3591,1105,8.312505,2.12619,7.052094,BENIGN
166232,18,14,16124,808,6.461783,13.209568,3.007987,BENIGN
339119,954,994,1132144,1500,0.260872,0.497129,52.39565,DDoS
409789,2206,1616,1349962,1118,0.894117,0.162997,53.634068,DDoS
52535,20,13,18785,222,36.68971,15.866326,2.603355,BENIGN
77472,22,13,7833,427,7.102287,12.934079,12.989826,BENIGN
290401,19,12,12372,134,19.802559,6.421532,19.772206,BENIGN
80952,12,12,6223,1500,14.375501,3.19405,3.712225,BENIGN
332477,1298,1224,2196465,1500,0.48061,0.196109,41.521391,DDoS
716300,1526,3901,746389,1500,0.407612,0.44259,60.845312,DDoS
190199,5668,3706,1296580,1383,0.363958,0.254575,72.069092,DDoS
198460,16,22,25078,548,5.264294,4.766764,10.618638,BENIGN
68976,16,28,9392,477,12.64347,7.775012,10.705393,BENIGN
103162,17,12,19901,438,9.741401,13.04808,5.163938,BENIGN
219448,1342,3503,556143,1500,0.805734,0.11878,52.148584,DDoS
299438,1285,1879,230146,1431,0.761029,0.254762,59.574446,DDoS
304996,2219,4339,1560138,1266,0.451848,0.121446,18.786053,DDoS
574381,2783,1295,309129,1469,0.408913,0.100808,27.79582,DDoS
211655,3176,4436,1497836,1500,0.856726,0.24647,52.402609,DDoS
124428,18,12,6163,453,11.769961,6.4233,31.324958,BENIGN
98094,19,15,3572,1249,22.589214,2.460314,2.881555,BENIGN
46457,25,15,2486,494,17.380523,9.280538,3.393823,BENIGN
358989,4571,2585,392600,1396,0.296893,0.227628,78.145315,DDoS
115204,14,19,4213,389,41.210665,3.784663,16.781794,BENIGN
164867,23,19,4900,955,14.794557,5.795603,4.093604,BENIGN
232828,27,8,14133,849,19.516283,14.991155,1.967062,BENIGN
272450,1379,2544,1061050,1500,0.470754,0.158915,36.901685,DDoS
201904,1979,1399,672884,844,0.824719,0.119369,62.951953,DDoS
221521,2071,2486,1473882,1500,0.473094,0.226238,105.264519,DDoS
216428,2049,1377,1356442,1500,0.304933,0.320455,61.20447,DDoS
321686,4616,2215,523370,1455,0.676878,0.181415,52.746785,DDoS
144836,16,16,4939,447,12.647101,6.03739,10.500075,BENIGN
146545,13,13,22782,526,20.170224,20.506281,6.285934,BENIGN
484968,14,20,26679,511,23.789376,2.384207,11.734843,BENIGN
1097322,1289,3499,899305,1353,2.18228,0.549006,205.377555,DDoS
65318,22,21,7799,474,21.333041,4.620757,13.915139,BENIGN
51258,16,15,1638,578,23.700941,5.651315,1.844072,BENIGN
351282,1221,868,808277,1314,0.474658,0.138697,64.998673,DDoS
169562,2174,2107,549828,1323,0.900511,0.300094,27.627688,DDoS
94283,20,13,27177,1500,66.857084,4.918767,5.616757,BENIGN
127576,16,13,61851,598,8.365946,19.011529,5.235588,BENIGN
147174,30,15,14757,395,29.343588,3.003201,2.719579,BENIGN
436949,3587,2028,2140221,1500,0.26485,0.28433,71.15513,DDoS
256965,2504,1314,504736,1171,0.326456,0.412192,33.852367,DDoS
226190,3051,1314,1435811,1500,0.342566,0.112179,84.240788,DDoS
76435,22,16,14028,312,16.960932,12.724613,7.726152,BENIGN
44664,2210,600,1023091,1500,0.82572,0.24312,100.819487,DDoS
102043,16,17,7935,587,27.718744,27.104458,30.357574,BENIGN
59400,22,13,12465,286,12.767109,3.812548,4.808827,BENIGN
418955,2915,1925,614279,1500,1.051074,0.214366,96.708,DDoS
217292,18,15,4398,132,9.630126,32.668667,5.300478,BENIGN
436186,7798,3416,563790,1014,0.559545,0.109553,44.212555,DDoS
272075,1797,1519,1410896,1500,0.456016,0.651078,96.396968,DDoS
242780,1040,1782,1572248,1500,0.654807,0.125172,67.268249,DDoS
151179,14,14,23775,468,6.266684,9.33773,8.477918,BENIGN
124850,19,20,8149,689,31.308095,9.405073,9.41089,BENIGN
277219,2895,1801,404339,1230,0.16827,0.297782,38.595544,DDoS
156826,16,12,20084,726,73.110305,6.733274,8.597407,BENIGN
94937,26,18,11842,400,48.178635,2.854106,3.116821,BENIGN
287126,19,17,12998,693,21.426598,8.090933,8.381538,BENIGN
104020,18,12,7327,566,15.276835,13.261711,5.526065,BENIGN
235698,3274,6466,675107,1366,0.459019,0.275572,69.39585,DDoS
175007,6425,1983,2031219,1277,0.347895,0.266638,17.210253,DDoS
127616,25,19,23645,384,40.131736,5.704313,7.726173,BENIGN
78192,19,13,38313,564,41.274319,1.6554,12.176456,BENIGN
110741,24,9,7672,515,25.840625,6.127894,5.829305,BENIGN
129817,14,14,21080,471,15.307394,2.728516,4.988907,BENIGN
94003,27,15,13837,374,9.771165,2.888759,13.855516,BENIGN
277972,7682,1436,408626,1500,0.415839,0.267795,41.600199,DDoS
397633,28,9,7689,900,13.839122,3.947306,4.633629,BENIGN
122810,13,16,16689,415,11.030236,8.638275,16.502999,BENIGN
548847,1556,1447,1124413,1345,0.322597,0.394051,28.411986,DDoS
178590,24,13,3989,203,8.001433,4.057512,2.857892,BENIGN
59176,16,18,10215,467,5.216118,6.820298,4.192683,BENIGN
477489,1835,3443,898262,1500,0.588797,0.197088,45.721804,DDoS
528769,2011,4035,485785,1118,0.369995,0.166262,94.939458,DDoS
131193,14,15,8483,1230,10.008482,1.76121,6.153335,BENIGN
56872,22,19,22457,731,29.512433,1.022457,6.855218,BENIGN
689391,24,13,7581,1500,31.958958,5.003712,8.513674,BENIGN
107828,3027,1871,1835943,972,0.327457,0.165564,19.418929,DDoS
68226,15,12,5186,412,10.337854,1.917959,7.620132,BENIGN
126695,15,15,9511,335,21.194735,5.286594,12.120055,BENIGN
48887,12,15,16336,480,10.704454,2.813851,6.155092,BENIGN
123226,17,16,8145,945,16.150429,8.860479,6.342576,BENIGN
538769,4303,4006,915786,1159,0.483744,0.208943,55.735634,DDoS
95831,15,15,19131,247,12.867912,2.253337,4.71356,BENIGN
55125,28,13,10844,587,15.434026,7.183973,6.413469,BENIGN
186039,21,15,1090,543,15.758625,2.536798,26.864248,BENIGN
221898,2637,4200,238707,1500,0.366441,0.179987,71.509694,DDoS
146100,18,17,6018,252,23.669769,10.237689,10.213651,BENIGN
117744,3109,819,1584849,1424,0.255506,0.399414,127.337787,DDoS
107072,2470,3513,760982,1206,0.710398,0.113048,83.537889,DDoS
97146,22,18,10738,371,7.297467,1.917342,8.582824,BENIGN
141639,1045,4810,540306,585,0.789496,0.398431,68.268106,DDoS
105750,22,15,8849,703,13.079013,4.977706,9.998951,BENIGN
150626,21,14,4069,1073,51.208009,9.346074,11.729486,BENIGN
288403,28,13,8363,622,44.782703,5.085353,4.773279,BENIGN
107120,16,16,6824,691,35.347168,4.526304,6.069374,BENIGN
69943,16,13,8225,271,17.126689,1.949103,10.091734,BENIGN
146789,23,11,8696,402,26.864279,8.660039,24.081344,BENIGN
129050,21,15,4411,442,10.334949,5.636678,3.712321,BENIGN
48715,21,17,16916,693,11.134713,7.222211,4.59691,BENIGN
166030,21,18,12586,253,6.331629,6.421319,8.386546,BENIGN
726266,5194,2954,1053062,1422,0.181986,0.175102,73.558837,DDoS
48574,18,16,8140,457,35.997757,3.194992,10.684244,BENIGN
631085,3333,1167,2554982,1094,1.334929,0.131162,63.783963,DDoS
808195,11,19,10309,436,14.101103,3.886314,4.520794,BENIGN
210994,17,23,10507,474,16.134425,6.50546,3.048441,BENIGN
191921,1813,1712,855561,1070,0.59182,0.131562,91.922941,DDoS
168850,1950,744,750422,1500,0.280211,0.07997,20.769707,DDoS
383688,19,17,9028,312,13.024306,7.466458,9.011727,BENIGN
107029,16,15,6022,614,44.487937,12.838466,29.335346,BENIGN
54937,20,16,11400,425,18.059394,2.36557,6.261493,BENIGN
133411,11,13,8573,223,16.730188,9.270714,2.068508,BENIGN
398549,1795,1226,781405,1287,0.635767,0.227255,73.619174,DDoS
65521,18,16,6754,605,5.738452,8.307589,5.154621,BENIGN
71919,19,9,14653,742,20.699319,22.282507,9.865733,BENIGN
177301,19,11,7889,706,13.798511,3.132748,14.377656,BENIGN
139225,16,11,6294,1500,10.468532,10.494034,15.011356,BENIGN
41798,27,13,10238,672,17.884332,6.36442,7.997035,BENIGN
159943,19,21,5781,533,31.354623,6.181654,13.255734,BENIGN
274930,19,14,26931,546,12.465642,4.363565,32.770041,BENIGN
180104,3078,2554,871073,1500,0.777841,0.599513,86.297102,DDoS
162809,1735,2316,933496,607,0.389243,0.251193,32.250594,DDoS
343678,15,24,11367,625,7.015572,6.438916,22.514577,BENIGN
372139,1867,2384,563649,1500,0.687755,0.269225,61.279248,DDoS
73078,5138,1757,711475,614,0.574669,0.304227,36.593013,DDoS
182985,5781,2185,1587818,1500,0.284502,0.127553,137.830634,DDoS
118742,23,19,23860,413,19.830383,18.112705,6.242837,BENIGN
237484,1643,1254,638073,1500,0.608339,0.165224,58.783725,DDoS
197213,17,11,5781,1169,27.065024,4.826912,2.212636,BENIGN
103548,28,15,13608,381,26.935149,4.02901,8.735533,BENIGN
431181,5347,2119,1932299,1008,0.516861,0.182667,22.170936,DDoS
70429,18,12,14356,595,10.060101,7.559071,8.996647,BENIGN
55637,25,9,2170,280,28.404149,3.083505,11.591378,BENIGN
499649,4197,2012,1038333,1044,0.7062,0.166781,31.163549,DDoS
141011,23,12,10854,693,13.336446,3.293978,6.971303,BENIGN
60218,22,16,5232,607,9.17179,4.464174,3.81211,BENIGN
127568,20,11,2733,856,9.125728,2.812951,8.731882,BENIGN
370035,22,7,8037,1016,19.820857,21.724995,12.315726,BENIGN
96615,19,13,7259,481,5.531682,17.648788,21.283713,BENIGN
378365,7708,2499,1712708,999,0.235334,0.256785,23.390203,DDoS
889548,3083,1108,1806602,1500,0.306828,0.175173,28.584009,DDoS
97345,30,10,5187,535,16.978933,8.636989,11.031276,BENIGN
92804,12,19,6609,1139,28.276178,16.338962,3.299601,BENIGN
73680,15,12,6102,377,25.693948,3.42638,3.194833,BENIGN
86854,25,15,15956,736,28.691466,14.986712,5.295077,BENIGN
84839,20,15,27434,873,17.827517,10.205398,2.097763,BENIGN
374027,734,2968,1161052,1067,1.115017,0.207595,37.035399,DDoS
160722,23,14,1747,628,24.371284,3.374159,10.336435,BENIGN
198432,2161,1445,691265,1371,0.777331,0.261018,51.292161,DDoS
406966,3163,5343,865140,1500,0.747846,0.622797,46.940499,DDoS
218652,849,1845,872329,1500,0.507884,0.114534,55.584967,DDoS
801766,7278,2848,1093866,1059,0.173928,0.208228,135.258315,DDoS
193012,732,4594,818249,1026,0.911762,0.105771,88.321686,DDoS
121051,17,16,13379,299,9.772996,30.572288,6.860287,BENIGN
218631,18,7,1420,260,55.76116,3.196267,6.205621,BENIGN
626034,1293,6565,1079960,708,0.341406,0.345289,15.813841,DDoS
525900,3838,2514,440472,1500,0.528489,0.240797,39.987485,DDoS
32439,16,7,8245,861,39.653558,4.343349,8.335687,BENIGN
244710,21,15,14293,667,14.796778,8.603941,6.162555,BENIGN
191890,2569,1873,607237,799,0.542151,0.258315,68.763609,DDoS
240584,1761,3671,3164311,1500,0.902959,0.279535,61.342598,DDoS
407629,1803,700,1782097,1500,0.532171,0.311739,90.359723,DDoS
43125,19,19,27342,685,17.460442,2.323729,2.449816,BENIGN
111329,19,13,12171,668,10.240037,4.838282,8.071682,BENIGN
131975,14,16,20421,842,17.965535,5.095852,24.335851,BENIGN
149420,22,10,13726,649,19.128123,1.015938,6.664937,BENIGN
254633,3755,1427,1015155,1500,0.431011,0.145725,23.281063,DDoS
92017,18,21,2440,1208,19.476748,3.024239,9.959237,BENIGN
326171,2685,3465,964887,1500,0.322145,0.179878,46.872342,DDoS
81791,29,10,6729,348,46.171789,27.188554,1.247109,BENIGN
169903,16,16,6009,242,30.351451,8.29468,7.061154,BENIGN
201500,21,10,11506,458,19.708817,2.8266,11.624151,BENIGN
97215,15,12,6748,321,52.481603,7.939629,16.400837,BENIGN
159202,15,14,7908,187,34.206508,12.396405,18.559155,BENIGN
99260,13,10,15469,547,15.417642,4.269277,10.123414,BENIGN
150665,12,17,3059,958,11.128797,10.902398,4.791254,BENIGN
156022,14,14,9490,251,41.655689,2.063451,8.787765,BENIGN
80223,19,13,4211,825,25.923126,4.113283,8.703807,BENIGN
137229,20,20,5087,798,27.913488,2.476008,4.706738,BENIGN
278442,1349,2800,1786424,1404,0.301674,0.082235,60.585047,DDoS
67862,13,17,13274,786,12.963086,25.203296,4.157544,BENIGN
290924,23,13,5137,732,37.722801,5.51205,9.103856,BENIGN
283914,13,10,10587,452,52.124295,6.863923,4.512614,BENIGN
63437,18,11,13436,556,25.489272,18.948634,11.760316,BENIGN
89747,24,13,13758,691,36.598479,1.153548,2.498278,BENIGN
467507,10086,870,404456,1500,0.3605,0.250848,67.629557,DDoS
113774,20,16,8553,486,24.754897,4.222493,5.797301,BENIGN
151752,17,10,28447,503,6.008618,5.192934,13.090734,BENIGN
288620,1910,1495,774942,892,1.452333,0.109085,72.322005,DDoS
268770,4208,1033,1137894,1500,0.341357,0.10005,61.976629,DDoS
288434,2974,2216,669430,1500,0.31822,0.103854,27.770176,DDoS
106985,21,21,13063,531,15.780765,4.563548,3.74914,BENIGN
145018,19,9,3790,377,23.466702,9.408014,19.947677,BENIGN
98013,20,15,8125,578,12.9096,5.537781,11.804235,BENIGN
355399,1791,3995,2240896,1500,0.463048,0.305926,37.163917,DDoS
157416,20,14,6476,788,16.631952,1.995763,4.995996,BENIGN
291010,4012,3032,1410215,1500,0.558978,0.274139,79.56369,DDoS
82347,24,14,4619,660,11.700079,8.672113,14.550537,BENIGN
405386,1947,2305,1792680,1500,0.55144,0.546321,90.195569,DDoS
69392,15,13,10706,447,15.660238,9.762116,12.639606,BENIGN
190229,5442,2037,1263011,1313,0.884993,0.064319,54.740625,DDoS
43718,24,17,8480,917,7.841122,12.57483,7.705392,BENIGN
521832,3342,907,436514,1050,0.841116,0.219479,42.904073,DDoS
93085,19,14,4567,937,47.48991,12.437869,3.274355,BENIGN
45517,14,12,4279,978,14.786164,7.224621,26.583154,BENIGN
160065,19,10,5342,623,18.815242,5.516637,8.53687,BENIGN
103879,13,11,12414,327,13.580458,4.609948,9.757857,BENIGN
109834,18,20,7978,1119,21.069043,2.229075,7.02405,BENIGN
103664,18,15,4450,341,7.515701,7.028991,4.584063,BENIGN
96481,22,13,10632,427,16.727099,4.934718,6.19626,BENIGN
199989,21,12,2441,477,14.376481,2.243572,3.193074,BENIGN
185708,1552,1408,277247,1500,0.72928,0.415367,34.939822,DDoS
155733,16,14,33148,554,26.637162,9.581043,5.361635,BENIGN
80494,16,9,16280,433,17.548351,6.112987,6.440397,BENIGN
148653,15,14,9274,973,35.76951,3.155024,3.329559,BENIGN
35071,17,13,6511,439,16.01251,2.309421,5.316883,BENIGN
50059,33,10,7295,816,8.118431,7.097071,8.161036,BENIGN
109069,23,15,7285,730,6.415071,0.943922,12.009173,BENIGN
200794,20,12,3719,563,3.513031,12.593398,6.260135,BENIGN
288683,975,530,711737,1269,0.559376,0.199512,48.98807,DDoS
580122,1385,765,685265,1268,0.457042,0.099272,41.138399,DDoS
233053,17,18,14356,356,35.383085,29.47932,8.702151,BENIGN
198416,15,12,10875,487,22.856848,12.903792,21.175057,BENIGN
47756,15,11,21795,824,20.911514,6.911105,5.867213,BENIGN
218091,21,13,6826,696,12.306886,3.8076,4.169925,BENIGN
175666,13,12,31194,631,25.478325,4.594952,9.264041,BENIGN
157836,21,13,32578,896,9.235733,8.067519,1.927016,BENIGN
130556,7352,1866,606766,1206,1.032939,0.231571,130.840091,DDoS
368866,2307,1532,903164,666,0.424933,0.15378,83.142479,DDoS
73095,20,13,14220,357,12.828619,13.257966,7.864321,BENIGN
107052,1071,1191,3282382,1358,0.474164,0.113222,88.710278,DDoS
186577,16,18,18882,597,8.274006,10.44831,6.629475,BENIGN
69807,28,17,16095,441,29.270125,3.008233,11.589503,BENIGN
685763,18,15,2395,1356,14.299936,4.337365,6.75445,BENIGN
227654,22,16,6158,969,29.602646,6.260157,8.650956,BENIGN
221447,1060,3661,684925,1118,0.547464,0.080713,38.222345,DDoS
37536,26,16,13582,270,6.421748,12.894241,9.557664,BENIGN
548852,538,2679,485963,1500,0.392732,0.143979,30.705038,DDoS
65966,25,13,7265,649,4.435917,9.770466,8.362703,BENIGN
365799,3142,2528,1198388,1410,0.574321,0.343161,72.19476,DDoS
194746,19,12,5378,278,25.554055,12.294782,8.76173,BENIGN
277277,3087,3552,2878758,1288,0.623146,0.07779,80.865937,DDoS
96905,17,13,9470,421,17.579955,6.926809,11.774948,BENIGN
209447,24,18,9778,913,13.108381,2.68007,4.660665,BENIGN
130706,27,8,4102,387,19.920181,3.141743,11.252765,BENIGN
496443,8056,9512,408321,1062,0.358568,0.12579,83.767919,DDoS
248883,1983,4211,476580,1500,0.351714,0.282833,50.635135,DDoS
271931,22,11,8635,503,8.13853,6.199465,4.404502,BENIGN
147955,8033,1555,580890,1500,0.625116,0.178394,30.612377,DDoS
247518,1463,5644,2183156,607,0.672727,0.245874,32.812727,DDoS
188144,12276,479,760808,1440,0.367619,0.071727,56.035884,DDoS
187073,20,17,8875,671,17.622404,5.958039,2.151989,BENIGN
89821,16,13,7588,552,27.897189,1.923355,10.078805,BENIGN
141635,17,8,11094,1112,5.006625,2.28552,8.940103,BENIGN
81045,15,18,11759,497,6.161148,8.301845,14.051312,BENIGN
245573,4816,3200,1050256,1500,0.508478,0.250355,33.737021,DDoS
148197,17,17,3270,807,113.205934,4.35837,1.904079,BENIGN
149412,14,19,17440,900,18.395258,5.952042,17.004005,BENIGN
121584,23,11,5955,243,12.90615,4.665167,39.370599,BENIGN
235012,1904,1476,491324,1389,0.865289,0.189349,41.14711,DDoS
54456,19,13,39756,1500,18.877684,7.585532,29.567427,BENIGN
59415,17,11,5986,282,30.794262,4.360664,7.095796,BENIGN
405049,2788,1079,756199,1279,0.411825,0.18101,54.774002,DDoS
314092,1911,1485,1663168,1500,1.213186,0.231195,46.670579,DDoS
43601,18,14,4578,329,28.024954,5.69762,49.759177,BENIGN
73643,17,14,4249,380,11.782884,1.8044,3.637414,BENIGN
129728,4230,1877,463788,1500,0.48183,0.180948,51.73798,DDoS
245855,696,2419,936388,1500,0.20365,0.291047,57.753407,DDoS
234217,17,10,8006,378,43.413569,2.207918,7.873887,BENIGN
46965,17,15,8956,412,15.211144,8.569747,5.789964,BENIGN
445903,3549,2825,1234291,855,0.463995,0.078965,43.795243,DDoS
163543,3430,2314,639430,1022,0.156325,0.195275,93.593765,DDoS
144073,15,12,9907,1500,14.032119,3.075014,59.324718,BENIGN
552556,6242,1814,544069,1500,0.55076,0.093205,93.167073,DDoS
173461,19,18,10906,1243,21.578552,6.926552,10.370037,BENIGN
262337,15,16,22951,501,11.206729,12.359617,29.633012,BENIGN
248862,10349,3603,726942,1500,0.210289,0.20552,30.132601,DDoS
96511,17,10,19421,336,18.123453,4.352602,5.392397,BENIGN
280034,2143,1374,1271446,1500,0.415935,0.272367,79.118283,DDoS
501224,12,14,20726,806,21.124782,5.818095,10.479629,BENIGN
342702,1910,2518,364780,1500,0.53391,0.118157,17.797205,DDoS
86912,22,20,22043,283,16.96565,7.13841,14.867919,BENIGN
338624,14,10,2292,741,11.442724,4.268285,7.902201,BENIGN
128186,2157,3373,309802,1500,0.464779,0.257119,38.446067,DDoS
545951,2188,1151,2724861,1145,0.336063,0.149967,43.094857,DDoS
202197,2818,1274,2496785,1500,0.468432,0.063091,48.877427,DDoS
277151,1344,1422,444083,806,0.610386,0.208788,29.79116,DDoS
164053,25,13,5113,949,26.644164,3.161786,1.461142,BENIGN
254682,1431,1627,692291,1318,0.652111,0.198277,72.118892,DDoS
363589,6680,1730,766124,1148,0.434622,0.188576,30.269048,DDoS
385000,1788,1087,992391,1500,0.607655,0.097353,25.870992,DDoS
68533,22,8,19869,281,15.265066,3.719069,18.384788,BENIGN
91121,16,15,13476,843,18.332854,9.838235,10.257578,BENIGN
270805,1459,1933,2219110,931,0.365478,0.153963,32.167081,DDoS
122247,23,13,11563,374,13.730637,10.452478,2.597115,BENIGN
132309,20,14,14193,635,12.921205,7.096001,9.427921,BENIGN
206986,19,13,11949,538,13.052392,2.425923,6.417767,BENIGN
247949,3565,1244,1772649,1056,0.534273,0.17648,49.111308,DDoS
62606,18,10,5166,639,15.857234,5.457935,2.850065,BENIGN
93530,30,16,8283,267,17.652812,6.000374,9.001495,BENIGN
177583,10,15,10530,357,21.794935,2.761116,22.744759,BENIGN
198857,17,14,5697,544,26.502279,2.046555,9.918248,BENIGN
179848,4398,2455,634991,1076,1.822119,0.217099,39.840819,DDoS
36110,22,14,19602,200,12.280473,12.865185,9.042669,BENIGN
214556,3123,4118,825848,1064,1.085869,0.113621,35.276378,DDoS
445374,1546,2365,856990,1500,0.284138,0.335521,83.212629,DDoS
222060,9246,2459,716581,1500,0.159543,0.048631,145.006152,DDoS
131918,1271,1987,1335488,1423,1.028151,0.436029,60.569222,DDoS
71928,9,11,10117,423,8.704334,11.424403,12.468539,BENIGN
151036,16,17,3980,482,6.992357,10.213583,9.231562,BENIGN
105064,20,9,8016,865,24.748644,2.519651,5.593154,BENIGN
191310,21,16,17181,457,19.316693,4.004923,8.689094,BENIGN
61610,22,17,6458,379,26.111663,8.075261,3.513167,BENIGN
51410,16,8,7686,661,14.298837,6.44901,11.137806,BENIGN
125141,19,15,12124,199,27.357332,6.427248,30.321704,BENIGN
108614,23,19,21202,716,16.775224,2.464423,4.032716,BENIGN
436582,2899,1424,1442558,1500,0.951071,0.231533,38.639315,DDoS
132408,3662,1740,406799,1500,0.671028,0.330459,55.66542,DDoS
144870,25,12,7529,505,8.942343,3.140995,7.786712,BENIGN
413702,3952,1454,926797,1173,0.795014,0.109439,20.508406,DDoS
340798,1429,2084,683699,1500,0.33589,0.160087,72.610714,DDoS
93732,23,14,7722,529,20.16705,5.437219,8.862496,BENIGN
119862,17,12,13153,422,18.770473,3.799693,6.107665,BENIGN
